sbu_id,first_name,last_name,email,department,track,entry_semester,entry_year,requirement_version_semester,requirement_version_year,graduation_semester,graduation_year,password
185285664,Angela,Davis,angeladavis@stonybrook.edu,CSE,Advanced Project,Spring,2019,Spring,2020,Fall,2020,$2b$12$hjJkV/OhqAMVdA30/THd/OmpaQLZx.SRJDYDNbvxFzUdbi5pRARAO
832097973,Jim,Salvato,jimsalvato@stonybrook.edu,ESE,Non-Thesis,Fall,2018,Fall,2019,Spring,2020,$2b$12$ntmmwDpa9Gih.N1y698Hz.o17Uzvj5mbLEWk8qpL18pfoGNTtJsKy
541140239,Jan,Mccabe,janmccabe@stonybrook.edu,ESE,Thesis,Fall,2020,Spring,2021,Spring,2022,$2b$12$V1ahv/bCn8l5lqto93kPaO4MWxUKPgV3sIo4kmHLJjtBs9OL.lGzO
313730060,Gail,Wagner,gailwagner@stonybrook.edu,AMS,Computational Biology,Spring,2019,Spring,2019,Fall,2020,$2b$12$iEoDKFEpfTsIUJLLMNMnRuhOM5zO/wqWVlSGCv4EPlUINsDhkDe06
647659177,Patricia,Tomas,patriciatomas@stonybrook.edu,BMI,Clinical Informatics With Project,Spring,2021,Spring,2022,Fall,2022,$2b$12$brJoKTNLeBxhKY9UTwQXTOAzFViIb258LyzzJaES6T6P09Yz.lwtC
537901245,Chris,Cothren,chriscothren@stonybrook.edu,ESE,Thesis,Fall,2020,Fall,2020,Spring,2022,$2b$12$uldB/2y6pyBnzCo1W2WOe.TIy9D6zTOAvii6c2ayvCNG13wkY2f3G
959935536,Dianne,Gordon,diannegordon@stonybrook.edu,CSE,Advanced Project,Spring,2020,Spring,2021,Fall,2021,$2b$12$T.ja98mw133o8kuQqTcgTuiBCL.lzy9Mbff2ZvVbZVDzlSSYRBk3q
369958421,Mary,Espitia,maryespitia@stonybrook.edu,CSE,Special Project,Fall,2019,Fall,2020,Spring,2021,$2b$12$qGbSj03sZEpJ3hBAh4Qk0ud.rGn0/xTUfFgoYTw5Fmvx38jy7wtRy
910968353,Sarah,Vara,sarahvara@stonybrook.edu,ESE,Thesis,Fall,2019,Spring,2020,Spring,2021,$2b$12$KwMU5UslaaIHlzpXhLzdt..EBbAWelZNb6QjHluuCYZDEttQpCWv6
893232290,Charles,Mauldin,charlesmauldin@stonybrook.edu,BMI,Imaging Informatics With Project,Spring,2018,Fall,2018,Fall,2019,$2b$12$bR.we1MAE0jxVM29XbOCj.RDDXNmI09T3vhHc3wFXeN.WNleOH8qC
444413602,Maudie,Hedrington,maudiehedrington@stonybrook.edu,CSE,Thesis,Fall,2020,Fall,2020,Spring,2022,$2b$12$WKNlwv0Q6Gy.Lyxq6X/lgOZhwhe1Ip3ht3aY8wrrO/WqsnOykJi9O
141883640,Anthony,Bently,anthonybently@stonybrook.edu,ESE,Non-Thesis,Fall,2018,Spring,2019,Spring,2020,$2b$12$v1gcQSKqSI0TAOjfhotuXO13SqGDXNhnAPU0icaz/R8qAvCX83bUq
772401617,Beverly,Dickens,beverlydickens@stonybrook.edu,CSE,Thesis,Spring,2018,Spring,2018,Fall,2019,$2b$12$Lqx6QGxOpQmGZOyVmipfbej.JmKf4zw.tPb5yWh2cdERWO0YnfAh6
494202959,Gerald,Kinney,geraldkinney@stonybrook.edu,AMS,Statistics,Spring,2019,Fall,2019,Fall,2020,$2b$12$.mPegoGEkh2wg0USwd/7cO9nmXPwca1XzWy0dIlZcYQPxLWDE0wV.
678245082,Roy,Miller,roymiller@stonybrook.edu,CSE,Advanced Project,Spring,2021,Fall,2021,Fall,2022,$2b$12$l/CdMRddGcjMUgT7lHzB8.gRRpZqhQP8gkqRfK9OQzOQByz1oqZsu
683558422,Gloria,Morelock,gloriamorelock@stonybrook.edu,AMS,Statistics,Spring,2018,Fall,2018,Fall,2019,$2b$12$c9vbCI4GtG2Nrs32qy4ci.ZlOjNQ.g.f0vMEzxXxuROyWldjvVNni
482585057,Raymond,Allen,raymondallen@stonybrook.edu,ESE,Thesis,Fall,2018,Spring,2019,Spring,2020,$2b$12$eyVelu9vr/u9CFUV3Rj0GOMtY4SOxQEO1yjxw3NnIXLd.aWfnxpSW
918817298,Willie,Kister,williekister@stonybrook.edu,CSE,Special Project,Fall,2019,Spring,2020,Spring,2021,$2b$12$B5h2.NneUu1QQ9GZt8xFuuB.nT9SZ.x9Kv2vzaZaeTzopKk07Rw8a
902676881,Bobby,Harvey,bobbyharvey@stonybrook.edu,AMS,Statistics,Spring,2018,Fall,2018,Fall,2019,$2b$12$ar0YgNU3X.yDQBfdw1B4m.aHtrIDNefWDxsGqYbEc45UrogYD0bii
959262860,Rosemary,Viard,rosemaryviard@stonybrook.edu,CSE,Special Project,Spring,2020,Spring,2021,Fall,2021,$2b$12$NhzdQl4vsR.DtjuOvB5oa.h0v3Wg1sM/8/ytEmzBIkisnaAxHAlhm
833558772,Tina,Vossler,tinavossler@stonybrook.edu,AMS,Quantitative Finance,Spring,2019,Fall,2019,Fall,2020,$2b$12$HoNzWyu0ibcDAL1BwsDQjOsO9c5Y/1eW22f8mgCYe84T13t5scbs6
778800599,Tammy,Hansen,tammyhansen@stonybrook.edu,ESE,Thesis,Fall,2018,Spring,2019,Spring,2020,$2b$12$T2.MZpkg.guo2OsiobJ6leGYllVYYnT/ebw2tbchCiL64Vu0F9Cr2
850820637,William,Guignard,williamguignard@stonybrook.edu,BMI,Imaging Informatics With Thesis,Fall,2018,Spring,2019,Spring,2020,$2b$12$EJXJLHMtfz6DbDef16RcgO9LHFpJT0/1uhcE2YUFZcJkguFWAjZIy
244022100,James,Sembler,jamessembler@stonybrook.edu,ESE,Thesis,Spring,2018,Fall,2018,Fall,2019,$2b$12$CzG1BHBxfsKqtiWZqmfxWO/ngOjOFX5uacTMblCVTraxM5oAkwZne
988521462,Glenda,Doss,glendadoss@stonybrook.edu,CSE,Thesis,Fall,2019,Fall,2019,Spring,2021,$2b$12$os0wTLU7fHbiMU96HOrqkePyTmfq8pE8zmAY.uNuRv.4Lz4bqW.HC
646930931,Sandy,Scott,sandyscott@stonybrook.edu,AMS,Computational Biology,Spring,2019,Spring,2019,Fall,2020,$2b$12$QSWqPBOLMLMCdfIkW4rW1OOSBn3Uo.NXCDqiscrEXPTiYWq.wZTJ2
280757461,Rodney,Hughes,rodneyhughes@stonybrook.edu,AMS,Computational Biology,Spring,2021,Spring,2022,Fall,2022,$2b$12$XG5aUQPVQ5ryieXutz4FEucNdCbtATJWePjIHASz1sSxnJlQcEYn.
328151416,James,Sullivan,jamessullivan@stonybrook.edu,CSE,Special Project,Spring,2018,Spring,2018,Fall,2019,$2b$12$S.jNZFccBU.ukIJBzE//NOXUIzg28A2DfSnTxRAjCIxRPL1lBxtV.
108445795,Sarah,Rodriguez,sarahrodriguez@stonybrook.edu,CSE,Special Project,Spring,2018,Spring,2019,Fall,2019,$2b$12$rcPM2CovzHGSPhFB1m7PmuwniLORLGPAEiKge1Z34k1487tRGFWXW
569789094,Geneva,Szymansky,genevaszymansky@stonybrook.edu,AMS,Statistics,Spring,2020,Spring,2020,Fall,2021,$2b$12$O.MKWH/8QEcHgutrtrmnkuCU1s6.GckxbYVtr5J1W9tNnZBCfDUlW
269739043,Josie,Clifford,josieclifford@stonybrook.edu,AMS,Quantitative Finance,Spring,2020,Spring,2020,Fall,2021,$2b$12$4554ZhC6a8f/QZIWhuzJOeJYFPBz6YquewgHPKxR309qIsnINDaSS
757245696,David,Estrada,davidestrada@stonybrook.edu,ESE,Thesis,Fall,2020,Fall,2020,Spring,2022,$2b$12$XCenAv8byac59t.KvLO6NeqZtUPbaYbNKM0TCdDwF6dlPv6uZV3oy
472144096,Evelyn,Altom,evelynaltom@stonybrook.edu,AMS,Computational Biology,Spring,2019,Fall,2019,Fall,2020,$2b$12$84c0edSY8vFRDG6MizNeyejkHeGmAcBXwfPYevyeRroNLKNiEqHNu
398359090,Wilbur,Johnson,wilburjohnson@stonybrook.edu,AMS,Computational Biology,Fall,2020,Spring,2021,Spring,2022,$2b$12$NCiMpQXOCJ3iXKGhgRnke.W/ztSAgbZpupdBUMOOCF/Uh5FurqVfm
549675301,Justin,Lipphardt,justinlipphardt@stonybrook.edu,ESE,Non-Thesis,Fall,2019,Fall,2020,Spring,2021,$2b$12$POha8teEkTPa/NgVlLbH3OGxFcK.5WEvJRaw87X8yZMKgSnY3QabO
148969473,Glynis,Viens,glynisviens@stonybrook.edu,ESE,Non-Thesis,Fall,2018,Fall,2019,Spring,2020,$2b$12$L7nOa34q1QYFWMV4CuCG3.ff2frIPL6LBpogXU9oeQBSna5p2yfhS
268375089,George,Miller,georgemiller@stonybrook.edu,CSE,Thesis,Spring,2021,Fall,2021,Fall,2022,$2b$12$XgbhUDe.kpg46vgFqxidrOb4RJDTeJZhRlIxyAKCzTXugC8OGfnPG
820008813,Mildred,Allen,mildredallen@stonybrook.edu,AMS,Quantitative Finance,Spring,2019,Fall,2019,Fall,2020,$2b$12$nAmqzm5u0xnmkkUXgmPJb.evgL7Zqaf.MwKFdoAPbJO878FQgpcH6
951402594,Erasmo,Gehl,erasmogehl@stonybrook.edu,BMI,Imaging Informatics With Project,Fall,2018,Fall,2018,Spring,2020,$2b$12$cAxjLXOPqjLEZZdbscOtjO/sECf1gw7TRA7jyfgfu7EcWR6i3RPgy
157752212,Sharon,Hernandez,sharonhernandez@stonybrook.edu,BMI,Translational Bioinformatics With Project,Spring,2018,Spring,2019,Fall,2019,$2b$12$QsFRYsNTY3DfE7zzs2DAdOpcwXlFohQAfXQnzqDJ921mJZzfsYK0O
756487254,Thomas,Kramer,thomaskramer@stonybrook.edu,BMI,Clinical Informatics With Project,Spring,2020,Spring,2021,Fall,2021,$2b$12$7pSJnxGUMWqOfjBL4948Su9poBzcku5Xbq7k0ctWqAzORh4ZAS.SW
460656551,Alexander,Howse,alexanderhowse@stonybrook.edu,ESE,Thesis,Spring,2021,Spring,2021,Fall,2022,$2b$12$rXVCgTsQXwLOx.gvmO8QJel.N8jXIeW2eQ9ZYxrhv3YwW8im4ngHS
772803893,Mary,Turner,maryturner@stonybrook.edu,ESE,Thesis,Spring,2018,Spring,2018,Fall,2019,$2b$12$uCpIjTRTXXdZb/41bdgi7.VpJ.70PcFMaYPUvcuD9tgE6VYzVvuXi
444337221,Danny,Sanders,dannysanders@stonybrook.edu,AMS,Computational Biology,Spring,2021,Spring,2021,Fall,2022,$2b$12$nEcnvtILeo/ylLF5GvCkBOUZVvtACyjttWl9LRW/wipEDC1.XMrEm
304062673,Michael,Pavick,michaelpavick@stonybrook.edu,BMI,Clinical Informatics With Thesis,Spring,2018,Fall,2018,Fall,2019,$2b$12$l8/z0qAKFplaK8yTMIu2zeobG1m02rJ/M62TZnIqzsf8cpc0l4HrK
648034085,Richard,Lee,richardlee@stonybrook.edu,BMI,Imaging Informatics With Project,Spring,2021,Fall,2021,Fall,2022,$2b$12$G5vvuHoTD2mdJqbZM9Lb3eYe.nq6LxxEyGOctTuMIYOetBkYeLmbS
208085204,Thelma,Audia,thelmaaudia@stonybrook.edu,CSE,Thesis,Fall,2019,Fall,2020,Spring,2021,$2b$12$nb7igRtbrNwCw4HWgvRTIOSo2qbZVkrSyKpojccqBZ5tLhWxkTqp.
986359775,Malinda,Murray,malindamurray@stonybrook.edu,AMS,Operations Research,Spring,2020,Spring,2021,Fall,2021,$2b$12$9vpsbVBWp52pugDy.n/Ry.a2A87toFm97mDyKLwN6PfbEZNP9YT7a
184796880,Anna,Silva,annasilva@stonybrook.edu,BMI,Translational Bioinformatics With Thesis,Spring,2021,Fall,2021,Fall,2022,$2b$12$NfJRiqKRkV3mK6OkxyOCROT7PMpMP6alaZAHM2rhoSA2V93AP8X7K
223378225,Michael,Graves,michaelgraves@stonybrook.edu,AMS,Operations Research,Fall,2019,Fall,2020,Spring,2021,$2b$12$JWjsdcFC95mxTGsBtdMySOb5h7QWZB8T2DdUWLHtNGPjLLHTPHvhm
998163755,Vance,Hillebrand,vancehillebrand@stonybrook.edu,AMS,Quantitative Finance,Fall,2019,Spring,2020,Spring,2021,$2b$12$Pnfbd3LlU9pYGFdTd.YFvu.iX0kLvNQmd.8Y.OISP4ACoxxcbdXdi
841084145,Bridget,Dougherty,bridgetdougherty@stonybrook.edu,CSE,Thesis,Fall,2019,Fall,2020,Spring,2021,$2b$12$8EXph4qZaueRYHwfZRzbnOdipx9Yn4DjCAv1si1oxI7yE5OmQPNAq
266010011,Brandon,Hausner,brandonhausner@stonybrook.edu,CSE,Thesis,Fall,2018,Fall,2019,Spring,2020,$2b$12$Q3h2Lg89HBDwu1BNff5wGOF3TZf7OYvhjLEChpv99kPgXRBoDWaF6
831148713,Donna,Castelli,donnacastelli@stonybrook.edu,ESE,Non-Thesis,Spring,2021,Spring,2022,Fall,2022,$2b$12$L/CczmrG5xJfMn0futnble85cwp1lzJXm2ta4DwKUkZOIK/2dpR5e
438394441,Theresa,Orr,theresaorr@stonybrook.edu,CSE,Advanced Project,Fall,2019,Fall,2020,Spring,2021,$2b$12$r9kpiWCvHD9OPnxOu0uPXOodFFJyNQB.zj0yGjdABB4hGgCZNbDTm
826450718,Adeline,Bates,adelinebates@stonybrook.edu,ESE,Non-Thesis,Spring,2020,Fall,2020,Fall,2021,$2b$12$XS3WlumeEwRCdhHAxRyouuBpbbc2h5E9.IlP4mxczqCimsQwS3smW
495528484,Anna,Gibson,annagibson@stonybrook.edu,AMS,Operations Research,Spring,2020,Fall,2020,Fall,2021,$2b$12$T1vGGTbHlMqRYVGm7j42juoQBVXZVaThmnHsReo.dW3CxYaAFp2tW
744384994,Cynthia,Littlejohn,cynthialittlejohn@stonybrook.edu,BMI,Translational Bioinformatics With Thesis,Fall,2020,Fall,2020,Spring,2022,$2b$12$or12f2lUaYHYgUdXo4T0uO8j8FTOYtOTqf41QwyP8.m3VgrvfsRWq
533775864,Wendy,Williams,wendywilliams@stonybrook.edu,BMI,Imaging Informatics With Thesis,Spring,2021,Spring,2021,Fall,2022,$2b$12$Lf.9BQdSc.UXMIn0feenFuOVDdEwSIEoSLUanhJBjQs0PLot0lecm
464706359,Joseph,Pew,josephpew@stonybrook.edu,BMI,Translational Bioinformatics With Project,Fall,2020,Spring,2021,Spring,2022,$2b$12$NJDllTvBVVhT0ozoqu/NZuaNIo5Gm9NV05wiLxkcMOv6wZbxFjcwW
125166820,Stella,Jordan,stellajordan@stonybrook.edu,ESE,Thesis,Spring,2019,Spring,2020,Fall,2020,$2b$12$bKmSdRNs7pLaSZTWdhO.A.utz3czon6yriOnt9sAjm./YeR3J/7/S
693782365,Audrey,Whaley,audreywhaley@stonybrook.edu,ESE,Thesis,Spring,2019,Spring,2020,Fall,2020,$2b$12$vXadb2hnbiJxfcgJfk9f/.cFVOopyPjr02LYhros4DZw7E/eQw7dS
559156827,Danial,Oakes,danialoakes@stonybrook.edu,AMS,Statistics,Spring,2019,Spring,2019,Fall,2020,$2b$12$m/XIWoFf1NpjsdXbD.u3iuUN1aK6evFbPm9fTwYczTEri1.Pp/VEW
890953662,Rosa,Crowson,rosacrowson@stonybrook.edu,BMI,Translational Bioinformatics With Project,Fall,2020,Fall,2020,Spring,2022,$2b$12$wO8R7MtdUEwTXe6xhKZCN.v51TtQ5FHKpdjbaWSiGFzFBSEZyca8W
896245180,Howard,Cooper,howardcooper@stonybrook.edu,BMI,Imaging Informatics With Project,Fall,2018,Spring,2019,Spring,2020,$2b$12$Ea5TReq8MwxMQtlNE2584O5t6hM6sah4ooDxbz8p67LrHY1V7L7C6
861757470,David,Walter,davidwalter@stonybrook.edu,AMS,Operations Research,Spring,2019,Spring,2020,Fall,2020,$2b$12$6y7ch8zfD0PaoqaLXGu08Ol56PfvVhSTHcFDXnmP5h1AjrtVJPI.m
512519556,Monica,Torres,monicatorres@stonybrook.edu,CSE,Advanced Project,Spring,2020,Spring,2020,Fall,2021,$2b$12$j.S/fWIezq.b2gWAdPVMlu/WYB1dEWiWEGL5m5sodu512jyjc0ecu
787117603,Wilma,Piper,wilmapiper@stonybrook.edu,AMS,Statistics,Fall,2020,Fall,2021,Spring,2022,$2b$12$etheG/jVR5vE2IGWvAvfI.pCzsQ.h2Ru.P/8ZdRP0UTLNNaEPicOC
595200410,Sandra,Werner,sandrawerner@stonybrook.edu,AMS,Operations Research,Fall,2018,Spring,2019,Spring,2020,$2b$12$NeOqzuZHQYM9ApSmiLSHmeLCfuAxinYPX9m3BtwpVydx3wBCdQD/i
652330022,Peter,Saunders,petersaunders@stonybrook.edu,BMI,Imaging Informatics With Project,Spring,2018,Fall,2018,Fall,2019,$2b$12$Ty1Jbn9YtoFX.bLYD5OIvO4HVQp4CkFG5AFbE6R2zTS9843c/lkBC
192469140,Barbara,Scelzo,barbarascelzo@stonybrook.edu,ESE,Non-Thesis,Fall,2019,Fall,2020,Spring,2021,$2b$12$Sk93UWpz9fL.xNsa9Ywo/eFdNPY42orxTFulwILeZz5nngIej5Teu
388470922,Michelle,Miller,michellemiller@stonybrook.edu,AMS,Computational Biology,Spring,2019,Fall,2019,Fall,2020,$2b$12$3ZXyEyQWEmtRQNfMn7Ucu.Ue5s5bDcFV7VzDg8VYgrpSwdPEXVOHC
698790138,Ronald,Franklin,ronaldfranklin@stonybrook.edu,AMS,Computational Biology,Spring,2019,Spring,2019,Fall,2020,$2b$12$U60EMUuwC.TEBojLCUSxvu9xI6MoC.8iQ4xOBsfavs4BZQBXUthpe
154664400,Jason,Thornhill,jasonthornhill@stonybrook.edu,BMI,Translational Bioinformatics With Project,Spring,2018,Spring,2019,Fall,2019,$2b$12$3EvV7lk5vcJhAL1VbvPD/unZ7jF1ZY6.D.5HGLPdiVyB.FDyzy0Py
834868265,Christine,Sawyer,christinesawyer@stonybrook.edu,ESE,Non-Thesis,Fall,2020,Fall,2021,Spring,2022,$2b$12$lVkDtD11000x8zQcyvya/e5Q6OhW3KleuCRQAxj83LfGQBd7wLb7S
982027240,Stephen,Berry,stephenberry@stonybrook.edu,AMS,Statistics,Fall,2020,Spring,2021,Spring,2022,$2b$12$F8Ro4To/OdImvy1hKA2xi.nJorSORHn41bS5tFO3JEaPtjdbagweq
303113036,Alison,Fetter,alisonfetter@stonybrook.edu,AMS,Statistics,Spring,2020,Spring,2021,Fall,2021,$2b$12$fKu.ICv17PnbctvhcOiJb.fACXqi8BcSMCSMNvqE9oz2fe6hXkjai
610357139,Ellie,Perez,ellieperez@stonybrook.edu,BMI,Imaging Informatics With Project,Fall,2018,Fall,2019,Spring,2020,$2b$12$IxoE4Lljn.oRDEtwvDiUDOJbJuuQ5DBC4M0BNX/IsJVmxvmWQQ5bq
176515914,Stacey,Rothman,staceyrothman@stonybrook.edu,AMS,Computational Biology,Fall,2019,Fall,2020,Spring,2021,$2b$12$a4OdzxKRzl.MKcf.M7.QIO1Ub8J/g8pK3wHGrnBe8zu/ry3YdkT0m
326743466,Patricia,Walsh,patriciawalsh@stonybrook.edu,ESE,Thesis,Spring,2021,Fall,2021,Fall,2022,$2b$12$mSn53inPfJ59/PTHiYMggOPJG6rgz1KYPUr1IsjJUeTYuiTXyDHd6
484004367,Thomas,Hernandez,thomashernandez@stonybrook.edu,ESE,Thesis,Spring,2021,Spring,2021,Fall,2022,$2b$12$awc1L/M.LQhs9DLCHJ5xEeK00Qj6/ffsEfhWqjy.kRi2dtuojJUxq
688077248,Nadine,Renaud,nadinerenaud@stonybrook.edu,AMS,Quantitative Finance,Spring,2020,Spring,2021,Fall,2021,$2b$12$sR5JSQY.St7yzFqnj7JSSesIx21F.JBx.yhq467dnrUHGoeI55Gzy
539215410,Edwin,Lindsey,edwinlindsey@stonybrook.edu,ESE,Thesis,Spring,2021,Spring,2021,Fall,2022,$2b$12$20X9k0Si.Yz3ldLuY6EEueBNU3gTQ8YpKe/a2pakwKhniB3a85Qte
751329285,Jeremy,Riedel,jeremyriedel@stonybrook.edu,AMS,Operations Research,Spring,2018,Spring,2018,Fall,2019,$2b$12$pBOk.EZP4As22GiXWfVR.eZBKVSqLz5rZph.y0t2qRMJ3potyz5Za
106185621,Sandra,Rathbone,sandrarathbone@stonybrook.edu,BMI,Translational Bioinformatics With Thesis,Spring,2018,Fall,2018,Fall,2019,$2b$12$JXeGzgl.gUU9lkiTbcPUsueT4dMLcgmFj0lGIDeC0MQxA8JDrIXuu
326302313,Hilton,Hitchcock,hiltonhitchcock@stonybrook.edu,ESE,Thesis,Spring,2021,Fall,2021,Fall,2022,$2b$12$qrVJnzTwC.IGBBO96SmyTedN5gDyb/3IccKwDKjJtXtic0wzEfKme
468131683,Cesar,Brennan,cesarbrennan@stonybrook.edu,CSE,Thesis,Spring,2018,Spring,2018,Fall,2019,$2b$12$8k80J4Eo.nTYr4Th0xd4auKY3uZamqAntp8kA3yniOtgp2ANhJe.G
253090388,Julie,Esche,julieesche@stonybrook.edu,BMI,Imaging Informatics With Project,Fall,2018,Fall,2018,Spring,2020,$2b$12$DkEkrMwMIbAwd7n6Ies9huQcw7phgBhCCs18cdZ/YDxIkZpIn1KHC
805079740,Kelly,Reiner,kellyreiner@stonybrook.edu,BMI,Clinical Informatics With Thesis,Spring,2020,Spring,2021,Fall,2021,$2b$12$qcRbJolHVQcVGJn2UYFnLuzWgNK8w2MrOZtAdnn5dWp1oDspvl.Ti
503933422,Charles,Baumann,charlesbaumann@stonybrook.edu,AMS,Computational Applied Mathematics,Spring,2018,Spring,2019,Fall,2019,$2b$12$QeJyo9A9bPd/Q9lJXSE7zO/oZlDfl12s.dKi2dckalgdsDVKfNFx6
547209219,Jose,Tompkins,josetompkins@stonybrook.edu,CSE,Thesis,Spring,2018,Fall,2018,Fall,2019,$2b$12$Y903SerJSOxE3a.9Cg.E/OWTukX5BAw7FGbrzNg5PfwWGTqA9QFCm
405472360,Young,Simmers,youngsimmers@stonybrook.edu,CSE,Special Project,Spring,2021,Spring,2022,Fall,2022,$2b$12$2CwXTOxtzwZWemUd0V/iVOFu.d29dGOe.doNIZ9ssdKA02v.3WQ06
365138693,Lauren,Foley,laurenfoley@stonybrook.edu,ESE,Non-Thesis,Fall,2019,Fall,2020,Spring,2021,$2b$12$xDLUhsUMk6XOajW0K.HpD.m80mn1lhrjGvblPJlUwIyCsWWWIZvHu
581424521,Cecil,Manzi,cecilmanzi@stonybrook.edu,ESE,Non-Thesis,Spring,2018,Spring,2018,Fall,2019,$2b$12$77iVr30oJEEP4X6aLTv.m.neZ4F9fReBATbIO7vlmn/jDRmNXxUWe
673043206,Claud,Thompson,claudthompson@stonybrook.edu,CSE,Advanced Project,Spring,2020,Fall,2020,Fall,2021,$2b$12$EQHT/sNPFyQp4HgMIsQhvOEQKtRCnYbMwnKrV7haBOjdPuxsydFRq
326885472,Linda,Kennell,lindakennell@stonybrook.edu,BMI,Imaging Informatics With Thesis,Fall,2020,Fall,2020,Spring,2022,$2b$12$s7q0lcxDcJPZ7lxgkra2beHupc1KmIpfABhCvvs6jTxbOBFwf53Xq
437019060,Steve,Reid,stevereid@stonybrook.edu,BMI,Imaging Informatics With Project,Fall,2019,Fall,2019,Spring,2021,$2b$12$u9fP1af5gyNx2F26972s7OGySaOxC9IMNZjfMV/9uMDJ77Vi1Y0Ve
200176217,Laura,Green,lauragreen@stonybrook.edu,BMI,Translational Bioinformatics With Project,Spring,2019,Spring,2019,Fall,2020,$2b$12$cYg7y3w/GwTqiCgvUwbunOfh9DuvDGSVCPYTpezfQz8AJrADMIaa6
993225495,Thomas,Guzman,thomasguzman@stonybrook.edu,AMS,Computational Biology,Spring,2021,Fall,2021,Fall,2022,$2b$12$PsX7u389jk8eQrJUfcWeHupGkK/1gLOscuJZRuqyXe0Iibokp5Af.
198904385,Scott,Marshall,scottmarshall@stonybrook.edu,ESE,Non-Thesis,Spring,2019,Spring,2019,Fall,2020,$2b$12$KqR4OInCXJeaDgTI805HzOKGlEUUTzL3qYb9gHc3ehA8ISQYOUKPu
975087772,William,Battles,williambattles@stonybrook.edu,CSE,Special Project,Spring,2018,Fall,2018,Fall,2019,$2b$12$UnrzD3/2xvBvOJYZmYn1JewLew.X/EOb6aanVpy7xPmqlNiwlUHtW
227937684,Amy,Cheek,amycheek@stonybrook.edu,CSE,Thesis,Fall,2020,Fall,2021,Spring,2022,$2b$12$/E14BEM.mNQYOtfpJhN72.1vB4fUwhqkJ2B.qhBZDpHe9oMTFapIS
399843300,Michelle,Schuler,michelleschuler@stonybrook.edu,CSE,Thesis,Spring,2020,Spring,2021,Fall,2021,$2b$12$fKqmgRoYWoXi2Tzbj/1doeH9kGh9OOuGf/EOds7vIGQedCKXOSHeG
907850481,George,Zarek,georgezarek@stonybrook.edu,CSE,Thesis,Spring,2018,Fall,2018,Fall,2019,$2b$12$cy5d1GgcEU906WRss5RsAePeHPNPWeJPhNH4dJSLbdg2VEnx9UU5m
682422120,Thomas,Driver,thomasdriver@stonybrook.edu,CSE,Special Project,Fall,2020,Fall,2020,Spring,2022,$2b$12$8S1kbg.s9Bn4mlEKx3IokekCICFQhaU2kXkwZvi87LVzgQUySFLGe
828684055,Raymond,Carey,raymondcarey@stonybrook.edu,CSE,Advanced Project,Spring,2019,Fall,2019,Fall,2020,$2b$12$5To4p1jxflZ9NRgM0cyIPuD7sQQe1YD45AFANHOWTRMn3TlkSDkDC
